,FIPS,workplaces_percent_change_from_baseline,workplaces_percent_change_from_baseline,workplaces_percent_change_from_baseline,workplaces_percent_change_from_baseline,workplaces_percent_change_from_baseline,workplaces_percent_change_from_baseline,workplaces_percent_change_from_baseline,workplaces_percent_change_from_baseline,workplaces_percent_change_from_baseline,workplaces_percent_change_from_baseline,workplaces_percent_change_from_baseline,workplaces_percent_change_from_baseline,workplaces_percent_change_from_baseline,workplaces_percent_change_from_baseline,workplaces_percent_change_from_baseline,workplaces_percent_change_from_baseline,workplaces_percent_change_from_baseline,workplaces_percent_change_from_baseline,workplaces_percent_change_from_baseline,workplaces_percent_change_from_baseline,workplaces_percent_change_from_baseline,workplaces_percent_change_from_baseline,workplaces_percent_change_from_baseline,workplaces_percent_change_from_baseline,workplaces_percent_change_from_baseline,workplaces_percent_change_from_baseline,workplaces_percent_change_from_baseline,workplaces_percent_change_from_baseline,workplaces_percent_change_from_baseline,workplaces_percent_change_from_baseline,workplaces_percent_change_from_baseline,workplaces_percent_change_from_baseline,workplaces_percent_change_from_baseline,workplaces_percent_change_from_baseline,workplaces_percent_change_from_baseline,workplaces_percent_change_from_baseline,workplaces_percent_change_from_baseline,workplaces_percent_change_from_baseline,workplaces_percent_change_from_baseline,workplaces_percent_change_from_baseline,workplaces_percent_change_from_baseline,workplaces_percent_change_from_baseline,workplaces_percent_change_from_baseline,workplaces_percent_change_from_baseline,workplaces_percent_change_from_baseline,workplaces_percent_change_from_baseline,workplaces_percent_change_from_baseline,workplaces_percent_change_from_baseline,workplaces_percent_change_from_baseline,workplaces_percent_change_from_baseline,workplaces_percent_change_from_baseline,workplaces_percent_change_from_baseline,workplaces_percent_change_from_baseline,workplaces_percent_change_from_baseline,workplaces_percent_change_from_baseline,workplaces_percent_change_from_baseline,workplaces_percent_change_from_baseline
Date,,2020-02-15,2020-02-16,2020-02-17,2020-02-18,2020-02-19,2020-02-20,2020-02-21,2020-02-22,2020-02-23,2020-02-24,2020-02-25,2020-02-26,2020-02-27,2020-02-28,2020-02-29,2020-03-01,2020-03-02,2020-03-03,2020-03-04,2020-03-05,2020-03-06,2020-03-07,2020-03-08,2020-03-09,2020-03-10,2020-03-11,2020-03-12,2020-03-13,2020-03-14,2020-03-15,2020-03-16,2020-03-17,2020-03-18,2020-03-19,2020-03-20,2020-03-21,2020-03-22,2020-03-23,2020-03-24,2020-03-25,2020-03-26,2020-03-27,2020-03-28,2020-03-29,2020-03-30,2020-03-31,2020-04-01,2020-04-02,2020-04-03,2020-04-04,2020-04-05,2020-04-06,2020-04-07,2020-04-08,2020-04-09,2020-04-10,2020-04-11
2542,51061,2.0,6.0,6.0,4.0,4.786989786142758,1.0,-2.0,2.0,0.0,-3.0,1.4590014591224632,-1.7049927043876842,6.0,1.0,-10.0,-22.0,-23.0,-14.14795914457103,-8.40998540877537,-24.0,-28.0,-19.0,-17.0,-38.0,-18.935201123816643,-24.852951848958714,-40.0,-42.0,-40.0,-38.0,-24.0,-30.422988704680417,-39.19697519491813,-20.0,-39.0,-40.0,-39.0,-42.0,-48.85295184895872,-40.03298103140798,-42.0,-28.0,-23.0,-40.0,-42.0,-36.61838625831372,-41.95098394965291,-43.0,-44.0,-51.0,-27.0,0.0,-12.22904523279636,0.9141978943185897,-0.012884139564525112,1.0,1.3845124295600086
2543,51063,2.153537288680026,-0.7457877749684444,1.027756970234644,-1.4290105284070518,-4.989647055412952,-7.1928652260582915,-23.11313070149972,-10.338038261256862,-11.581234644666171,-10.62253865150054,-11.907039041744218,-19.25543024758813,-18.712197746229823,-18.499952425067836,-18.6993136066653,-21.15023542515353,-21.914740398190474,-22.42569604323106,-28.099228749117817,-29.84115953503839,-23.93214442383807,-25.27667864063411,-35.710196433474735,-33.77992030757895,-35.16443273713896,-39.89733637254288,-44.454550623074454,-17.0,-23.116081677932737,-31.976268301172233,-31.831884252150136,-25.842593100622608,-25.055501318819797,-22.40348569791349,2.0,-10.624084904221247,2.0,-16.26760821725049,-27.412919675180362,-27.010340322937555,-1.0,3.0,-5.054092249427173,4.0,-4.577569756445041,-10.288751148964835,-9.322080422842976,-8.150476211480157,6.0,4.0,1.9856701335095683,-9.8884543818058,2.0,-0.5555732060887029,2.1364028381287348,1.0,
2544,51065,-2.0,2.0,-23.55951051033448,3.0,7.0,3.0,2.0,-1.0,0.0,-29.149890905062616,2.0,-4.0,2.0,1.0,0.0,-3.0,-3.0,-3.0,0.0,-1.0,-12.0,-22.0,-27.0,-30.0,-33.0,-20.0,-19.0,-42.0,-42.0,-5.744672444868892,-45.0,-44.0,-42.0,-28.0,-28.0,-42.0,-44.0,-45.0,-46.0,-45.0,-29.0,-27.0,-47.0,-47.0,-48.0,-51.0,-55.0,-34.0,-3.0,0.0,-14.0,2.0,3.0,2.0,4.0,3.0,2.0
2545,51067,4.0,-10.189642709150837,4.0,3.0,-1.0,3.0,-3.0,4.0,6.0,5.0,3.0,4.0,3.0,3.0,2.0,3.0,1.0,3.0,4.0,-6.0,1.0,-2.0,-11.0,-18.0,-22.0,-26.0,-32.0,-29.0,-29.0,-38.0,-38.0,-39.0,-39.0,-39.0,-32.0,-31.0,-37.0,-39.0,-39.0,-41.0,-42.0,-32.0,-31.0,-38.0,-41.0,-41.0,-46.0,-57.0,-38.0,0.0,2.0,-27.0,1.0,1.0,1.0,3.0,3.0
2546,51069,5.0,2.0,2.0,1.0,1.0,1.0,4.0,4.0,3.0,2.0,1.0,2.0,2.0,2.0,2.0,-2.0,0.0,-1.0,-3.0,-6.0,-2.0,-6.0,-20.0,-33.0,-38.0,-40.0,-44.0,-29.0,-31.0,-51.0,-52.0,-54.0,-52.0,-52.0,-36.0,-37.0,-53.0,-55.0,-56.0,-55.0,-54.0,-38.0,-37.0,-56.0,-57.0,-56.0,-57.0,-60.0,-38.0,0.0,1.0,-26.0,1.0,1.0,1.0,3.0,5.0
2547,51071,5.0,3.0,-14.867290515779375,-26.027611352465915,1.0,-19.64590076377274,-11.905448357724076,2.0,-11.580821712718995,-18.68069514615416,-25.387664825247,-11.922999230768497,-14.022501956448638,-11.16582720720163,1.0,-10.094183288865553,-20.227343988560467,-27.934313667653306,-11.530607187739895,-12.148323114552182,-16.29439817581696,3.0,-20.354817700112363,-15.212869902563892,-17.306167587376496,-15.600885508079259,-12.41581386884878,4.0,5.0,,-20.475029855181734,-24.599197908283656,-23.59919790828366,4.0,2.0,2.0,2.0,2.0,-24.599197908283656,-22.879090962721477,7.0,4.0,0.0,-1.0,-1.0,-25.33244212031517,-27.425739805127783,-2.0,-6.0,2.0,-2.0,-20.0,1.5466488424063036,1.6399465272189104,-34.0,-38.0,-40.0
2548,51073,-43.0,-28.0,0.028150405241455893,-29.0,-50.0,-51.0,-52.0,-17.108533019397825,-51.0,-51.0,-35.0,-35.0,-51.0,-54.0,-54.0,-54.0,-53.0,-38.0,-38.0,-53.0,-55.0,-55.0,-56.0,-59.0,-37.0,1.0,0.0,-26.0,2.0,1.0,1.0,2.0,5.0,3.0,2.0,1.0,1.0,1.0,3.0,4.0,3.0,2.0,1.0,1.0,0.0,0.0,5.0,2.0,0.0,-1.0,-2.0,-4.0,-11.0,-4.0,-11.0,-32.0,-39.0
2549,51075,-42.0,-45.0,-46.0,-31.0,-34.0,-55.0,-56.0,-58.0,-57.0,-55.0,-40.0,-40.0,-56.0,-58.0,-58.0,-58.0,-57.0,-40.0,-41.0,-58.0,-60.0,-60.0,-61.0,-62.0,-40.0,-1.0,-2.0,-6.0,1.0,1.0,4.0,-2.0,0.0,1.0,3.0,2.0,1.0,0.0,-2.0,0.0,5.0,3.0,2.0,1.0,3.0,1.0,2.0,1.0,1.0,2.0,2.0,2.0,-5.0,1.0,0.0,-4.0,-10.0
2550,51077,,,-14.0,-16.0,-25.0,-28.0,-24.004707784059068,,,-23.518133919061597,-33.0,-42.0,-43.0,-44.0,,,-44.0,-7.8433384530960835,-20.631989479161103,-40.0,-31.0,,,-33.0,-39.0,-43.0,-22.242694656594153,-34.81499439801052,,,-42.0,-44.0,-43.0,-33.0,-36.0,,,-15.954677098028517,-30.166743790593305,-41.0,-44.0,-44.0,,,-46.0,-61.0,-20.408210242046586,-34.91520009172698,-38.0,,,-1.0,2.0,-13.0,1.0,-10.78425370300938,
2551,51079,-14.061021635395226,1.0,2.0,3.0,2.0,5.0,-19.14975209852748,-22.865605572378204,5.0,2.0,2.0,-4.0,1.0,-9.352828090712368,-14.920061050098068,-3.0,3.0,4.0,1.0,0.0,-9.358417671417353,1.0,2.0,-1.0,1.0,2.0,-1.0,-3.0,-1.0,-1.0,-2.0,-2.0,-14.0,-24.0,-28.0,-30.0,-35.0,-33.0,-30.0,-42.0,-45.0,-47.0,-47.0,-46.0,-37.0,-32.0,-44.0,-46.0,-46.0,-47.0,-46.0,-37.0,-36.0,-44.0,-47.0,-47.0,-48.0
2552,51081,-59.0,-40.0,0.0,0.0,-11.0,3.0,2.0,0.0,3.0,3.0,1.0,4.0,3.0,2.0,0.0,0.0,2.0,4.0,3.0,3.0,1.0,3.0,-13.006991342715907,3.0,3.0,3.0,2.0,1.0,2.450986783459505,-16.57091984690915,1.0,0.0,1.0,-4.0,-3.0,-4.450986783459506,-20.499164185976326,-12.0,-21.0,-25.0,-26.0,-32.0,-3.127466958648763,-25.111963260064236,-30.0,-29.0,-37.0,-38.0,-40.0,-11.127466958648762,-17.52904974412437,-40.0,-40.0,-33.0,-31.0,-41.0,-40.0
2553,51083,-9.330178840098812,-42.0,-43.0,-43.0,-34.0,-33.0,-40.0,-9.838145940500892,-43.0,-43.0,-45.0,-52.0,-36.0,-25.800603529567212,-2.0,-1.0,-16.0,0.0,-1.0,1.0,-14.596268778827927,3.631369728289821,14.736503403677139,2.0,1.0,2.0,1.0,0.0,3.2399272720814793,4.094601361470856,0.0,0.0,0.0,1.0,3.0,-6.105008642526767,-13.34794421374886,2.0,0.0,1.0,2.0,2.0,-26.774726896932364,-14.158741490807147,2.0,3.0,2.6392673725940528,1.0,0.0,-1.0,-41.8316920018198,-23.074293873381144,-1.0,-2.0,-1.0,-4.0,-13.0
2554,51085,-42.19431255262888,-35.43746870319728,-19.0,-23.0,-23.0,-26.0,-21.0,-24.050076731003486,-17.19427959496414,-29.0,-33.0,-36.0,-37.0,-36.0,-11.59860261216989,-0.636825170183857,-36.0,-28.0,-30.0,-35.0,-39.0,-30.54637345914788,2.9941758016257567,2.508736297561365,2.508736297561365,1.0,0.0058241983742432476,0.5262088926840945,2.5145604959356085,1.5145604959356083,-3.953406413006055,-7.92428542113484,-11.92428542113484,-13.421373321947717,-12.88934023088938,-12.906812826012109,-9.415549123573474,-20.883516032515136,-20.374779734953773,-21.877691834140894,-22.88351603251514,-19.866043437392406,-15.895164429263625,-13.900988627637865,-19.87186763576665,-20.87186763576665,-18.860219239018164,-22.368955536579527,-25.88934023088938,-25.450494313818936,-25.456318512193178,-32.93010961950909,-34.93593381788333,-40.0,-40.0,-39.0,-31.0
2555,51087,-21.081538777239405,-13.631044463420475,-36.0,-39.0,-41.0,-41.0,-42.0,-19.6077476699235,-15.13978076098184,-52.0,-35.0,-0.02639557459627426,1.740850740753543,-16.0,-25.590275074800772,-19.1339565626076,-1.0,3.0,0.0,3.0,2.6152112722224174,0.0058241983742432476,-23.008957538436178,-24.88031457076721,2.710269551944176,7.0,3.0,-3.0,0.0,4.703781427697343,-2.592437144605315,-1.0,3.57815455903391,3.3601191925580602,4.0,3.0,0.0,-7.641457148684384,3.0,2.0,2.490587921521,1.9003947966855932,2.0,-8.962185723026575,-9.826331437895014,5.0,-16.36974857842126,-1.0,1.0,-2.0,1.772645793999156,-30.46547662013103,-3.445994220058692,-7.0,-12.0,-14.0,-20.0
2556,51089,1.407562855394685,-0.8886557169079725,-21.0,-20.274777722507903,-24.849960531764964,-28.0,-33.0,-33.0,2.592437144605315,-33.0,-33.0,-27.93562431255796,-28.87547323796573,-37.0,-42.0,-12.469887134407644,-40.0,-43.0,-39.0,-28.749220436554705,-33.39907007716859,-12.469887134407644,-16.605741419539207,-19.445377132368108,-19.445377132368108,-21.173668562104986,-30.978086879086288,-33.58788564913041,-26.033583421054225,-33.21806465092947,-35.15244847910922,-39.78759926511988,-41.683550500995196,-38.88284184236126,-30.839399221218116,-20.47943726761179,-26.629185743479546,-25.862637060213892,-25.327294282033414,-26.567512127400164,-25.407425384802412,-25.907342153292547,-20.344381445173465,-9.450444416703466,-8.61605253264458,-13.61389464663431,-11.839855509543948,-11.881793880698977,-5.524727733280157,-4.420825850280933,-0.722323647177599,-3.2315465075015286,-8.239365810956576,-0.20310383136177476,1.6269387430069067,1.908870382005395,-41.0
2557,51093,0.8601253269736227,-1.964201012958907,1.7591902873168528,-0.3287964682914892,-0.306896143605782,0.6732102901566565,-41.0,-2.82655442003047,-6.664760936132916,-4.267050944780197,-45.0,-9.652955719597617,-10.066190779749675,-47.0,-12.572423368691421,-15.213812442280359,-16.5545882940345,-21.462516968232247,-22.054487400389675,-19.656842397488685,-22.347913982011626,-18.249192742027745,-8.340153845342318,-14.724139176205515,-53.0,-30.539092053030107,-5.0,0.0,-17.0,-12.46855472372751,-19.712671995017768,2.0,3.0,4.0,4.0,-1.0,-19.815314104354464,-25.14082782738774,6.0,5.0,1.0,5.0,1.0,-21.165632257869092,-24.140777168178257,2.0,,-2.0,5.0,3.0,2.0,-26.95429779273459,-29.710326682993475,0.0,-3.0,-4.0,-17.689589151846544
2558,51095,2.0,8.0,-22.75520165529479,-27.215416637753997,0.0,-1.0,4.0,2.0,2.0,-24.479858945898634,-24.845732413213952,-6.0,1.0,-16.0,-22.0,-24.0,-14.489858709235659,-6.576652787540461,-27.0,-33.0,-24.0,-23.0,-35.0,-12.197535456706742,-37.0,-40.0,-38.0,-38.0,-23.0,-24.0,-41.0,-44.0,-41.0,-41.0,-40.0,-27.0,-26.0,-39.0,-42.0,-41.0,-42.0,-51.0,-30.0,3.0,5.0,-22.0,-4.0,3.0,3.0,2.0,2.0,3.0,3.0,3.0,3.0,2.0,3.0
2559,51097,,,12.0,7.0,5.0,6.0,4.0,,,4.0,3.0,6.0,6.0,1.0,,,0.0,2.0,1.0,0.0,5.0,,,-2.0,-14.0,-19.0,-21.0,-23.0,,,-29.0,-20.0,-24.0,-36.0,-15.66458016447177,,,-14.062870831475486,-14.854957748674734,-5.2536060764548,3.3239088890314474,-4.9743401337481234,,,-7.239087118020146,-6.886212946054849,-39.0,-11.763980272416527,-14.508458491417445,,,-13.440832142281623,-15.745893018690493,-15.754605207365866,-38.0,-23.797175064420728,
2560,51099,-26.753360980847162,-24.213128753154177,-29.337046710902694,-19.226567979962528,-25.82020348765023,-30.770268108646647,-32.63086748210323,-30.242139115804722,-32.441721530031415,-36.18914460807703,-21.000380243775002,-21.3021540610093,-28.787038373437905,-27.953159920912587,-27.692073328910038,-37.29889248981907,-40.67992163459768,-20.032961817150667,-15.776139845144089,-19.358664976608807,-30.173917053875876,-18.033431224023413,-16.84474830855292,-21.350669908194067,-16.004937372663644,-7.1861501804884425,-8.00855720441954,-4.859726483982059,-11.4133034458238,-3.899274535101872,-3.836608104186544,-3.6792426775419598,-37.0,-34.0,-5.146172930922573,-1.757580003807936,-27.0,-0.8445440627690474,-26.0,-41.0,-40.0,-42.0,-8.284860092510336,-8.048828800220674,-42.0,-43.0,-23.0,-31.0,-42.0,-41.0,-5.420546885430138,-43.0,-45.0,-54.0,-25.0,-1.2932609732073457,-3.6379483528616654
2561,51101,-1.0,-3.0,-15.0,2.0,1.0,2.0,5.0,5.027782375718227,1.9619497795162344,0.8215739650614983,-8.536951734687296,1.8370887573131929,-0.8343306919709971,3.918451784351216,4.1616211200741615,2.832341969061066,-0.8112056149838592,-1.1520549838332343,-4.3604938675942515,-6.949129822996693,-6.204727517390693,-6.436756926912171,-8.249838539462061,-5.218400838718941,-0.9501402851273892,-7.17600366733408,-9.875518325576373,-11.55964488401035,-17.49948759627351,-20.658455170069487,-23.170772414965256,-20.61002069727416,-25.439248282308903,-23.855947139089945,-25.592958191773803,-33.26847586734365,-34.0977034523784,-29.780793112239415,-33.63465518706569,-25.039172933299305,-19.155515469966495,-28.440779520530374,-30.26847586734365,-35.02463448979153,-28.024634489791534,-30.36617931972204,-19.063643332870406,-16.63588135349418,-26.474598807113374,-14.913148075789008,-23.000834506787733,-23.000834506787733,-20.415448299305105,-20.76391620688683,-12.020130592554233,1.5932035790405235,4.0
2562,51103,-5.822438139122189,-0.17077241496525525,1.4146137925173725,0.8292275850347448,1.3085724231868114,0.12974717412978162,-1.0043887246425331,1.0,6.0,3.0,4.0,2.0,5.0,2.0,1.0,6.0,3.0,3.0,4.0,6.0,1.0,-3.0,4.0,0.0,1.0,1.0,1.0,2.0,-7.0,-12.0,-21.0,-23.0,-25.0,-31.0,-22.0,-30.0,-37.0,-39.0,-39.0,-39.0,-38.0,-31.0,-33.0,-40.0,-41.0,-42.0,-43.0,-41.0,-30.0,-36.0,-41.0,-43.0,-43.0,-44.0,-52.0,-29.0,
2563,51105,4.0,3.0,-3.0,1.0,-1.0,-1.0,1.0,-9.542338970635555,8.0,8.0,5.0,3.0,2.0,2.0,4.0,7.0,6.0,5.0,5.0,3.0,5.0,4.0,7.0,3.0,4.0,1.0,2.0,1.0,4.0,8.0,5.0,-9.0,-20.0,-24.0,-24.0,-28.0,-19.0,-21.0,-33.0,-34.0,-35.0,-35.0,-36.0,-22.0,-20.0,-34.0,-36.0,-38.0,-40.0,-38.0,-26.0,-28.0,-36.0,-40.0,-40.0,-41.0,-48.0
2564,51107,-24.0,-5.0,-4.0,-13.0,1.0,1.0,1.0,3.0,-12.0,0.0,4.0,2.0,5.0,5.0,6.0,-3.0,4.0,8.0,6.0,3.0,4.0,9.0,-7.0,-8.0,4.0,1.0,2.0,5.0,-8.0,-7.0,2.0,-16.0,-23.0,-29.0,-32.0,-37.0,-29.0,-36.0,-51.0,-51.0,-53.0,-50.0,-46.0,-34.0,-40.0,-52.0,-54.0,-53.0,-55.0,-52.0,-39.0,-42.0,-57.0,-53.0,-55.0,-54.0,-59.0
2565,51109,-42.0,0.0,3.0,-21.0,1.0,3.0,3.0,3.0,4.0,5.0,-20.58610220274276,7.0,3.0,4.0,2.0,4.0,2.0,-4.3600766737012515,6.0,6.0,3.0,3.0,1.0,3.0,1.0,3.0,3.0,0.0,1.0,0.0,1.0,-3.0,-3.0,-12.0,-24.0,-27.0,-31.0,-35.0,-29.0,-27.0,-43.0,-46.0,-45.0,-46.0,-44.0,-12.751560701357203,-10.593135360931107,-12.999901109728084,-15.038241346119223,-16.057253141960246,-16.31924532038193,-37.0,-13.390262478861995,-16.562837632313844,-15.650996186661834,-19.8155678687625,-19.462085512291964
2566,51111,-21.272071322273334,-34.0,-17.877857801652173,-20.292388199367007,-20.013378415026548,-17.08753953760963,-15.897525347590994,-21.794325534001096,-45.0,-15.772016857034238,-12.849345905990226,-12.823091493096744,-24.46949057959168,-20.51428056144273,-19.689335825496023,-22.420948053613625,-19.204572920097668,-11.169252045439208,-15.411582450217137,-26.999316775429556,-16.46662588305758,-17.256790111796263,-48.0,-15.070126590559763,-2.7353479990068355,-10.746732231582692,-11.3376551182429,-22.465533014006233,-20.122104258084605,-47.0,-13.406607792767398,-17.259114145354822,-11.030268284520188,0.597971396696736,-3.7876372757108765,-2.2415322432108886,-48.0,-48.0,-36.0,-1.2050012765734444,-2.9721881183063883,-5.613240671871171,-1.6472782739662595,-5.0612643576212575,-5.330667805755335,-34.0,-46.0,-49.0,-48.0,-51.0,-57.0,-37.0,0.0,-0.25527132638271155,0.0,-17.0,
2567,51113,2.0,3.0,2.0,3.0,-4.372783410919803,6.0,4.0,4.0,3.0,3.0,2.0,-16.830256193674284,3.0,5.0,6.0,5.0,3.0,3.0,-32.270950870472966,2.0,1.0,6.0,4.0,3.0,3.0,-38.5429852325142,2.0,0.0,-4.0,3.0,-8.0,-14.0,-30.665361189469774,-24.0,-27.0,-31.0,-37.0,-30.0,-34.0,1.176488927796071,-47.0,-47.0,-47.0,-48.0,-47.0,-24.294864774158395,-37.0,3.2031338187600813,-39.0,-47.0,-48.0,-49.0,-49.0,2.7607923160490135,-49.0,-35.0,
2568,51115,-38.0,,-47.0,-49.0,-50.0,-51.0,-61.0,-39.0,,-3.0,-1.0,-19.09644812026754,-18.0,3.0,1.0,,3.0,5.0,4.0,6.0,4.0,3.0,,2.0,1.0,3.0,-1.0,3.0,4.0,,3.0,2.0,4.0,4.0,5.0,3.0,,1.0,0.0,1.0,1.0,-2.0,-1.0,,-5.0,-12.0,-23.0,-28.0,-28.0,-32.0,,-27.0,-24.0,-41.0,-42.0,-44.0,
2569,51117,-43.0,-41.0,-32.0,-29.0,-43.0,-44.0,-46.0,-45.0,-42.0,-32.0,-35.0,-44.0,-46.0,-46.0,-46.0,-52.0,-29.0,-1.0,-2.0,-20.0,2.0,2.0,1.0,3.0,2.0,1.0,3.0,3.0,2.0,1.0,3.0,0.0,1.0,3.0,2.0,3.0,0.0,1.0,3.0,3.0,1.0,1.0,1.0,1.0,0.0,0.0,-7.0,-13.0,-13.584118118865131,-21.0,-24.0,-27.0,-32.0,-25.0,-25.0,-39.0,-40.0
2570,51119,-41.0,-41.0,-40.0,-32.0,-32.0,-40.0,-42.0,-42.0,-43.0,-43.0,-29.0,-35.0,-42.0,-44.0,-44.0,-45.0,-56.0,-37.0,-15.781808003663416,-11.609999904580706,-7.393000855698924,1.0,1.0,-20.0,2.0,2.0,2.949386820697447,-3.6510193577598127,2.0,3.0,5.0,2.0,-3.0022736872382088,-2.045796483486981,-4.728028594736832,5.0,3.0,1.0,1.0,-6.308338266378441,-6.902558149862574,-6.683011365609685,3.0,3.0,3.0,3.0,2.0,-16.802959301074388,-17.51686627271483,2.0,2.0,2.0,2.0,2.0,-18.569972360755976,-30.25059610990335,
2571,51121,2.0,0.0,0.0,-7.0,-12.0,-25.470577082784857,-32.53294589961892,-1.0,-5.0,-19.0,-29.0,-32.0,-34.0,-22.514267117849148,-38.0,-26.0,-29.0,-47.0,-48.0,-17.896335870761213,-49.0,-50.0,-50.0,-38.0,-37.0,-50.0,-52.0,-52.0,-53.0,-53.0,-40.0,-37.0,-52.0,-55.0,-55.0,-56.0,-62.0,-41.0,-3.0,-1.0,-18.0,2.0,2.0,2.0,2.0,1.0,5.0,6.0,3.0,3.0,1.0,2.0,1.0,1.0,3.0,2.0,2.0
2572,51125,1.0,1.0,1.0,3.0,4.0,2.0,1.0,0.0,-2.0,0.0,-2.0,-11.0,-22.0,-25.0,-28.0,-33.0,-25.0,-23.0,-41.0,-43.0,-39.496293284966875,-44.0,-44.0,-44.0,-35.0,-32.0,-44.0,-47.0,-48.0,-48.0,-49.0,-35.0,-33.0,-48.0,-50.0,-49.0,-52.0,-59.0,-40.0,1.0,2.0,-14.0,-2.0,1.0,2.0,3.0,3.0,3.0,4.0,2.0,2.0,2.0,2.0,2.0,6.0,4.0,1.0
2573,51127,3.0,3.0,3.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,-1.0,-8.0,-18.0,-21.0,-23.0,-29.0,-25.0,-26.0,-38.0,-39.0,-8.922871771751883,-10.764803230987939,-39.0,-15.31597163092842,-40.0,-39.0,-31.0,-14.266564323903062,-14.103427124040259,-32.0,-20.299892898434063,-19.955486856012644,-39.0,-42.0,-16.509641091650593,-40.0,-42.0,-25.566025223098215,-23.833947155754565,-43.0,-31.0,-19.237456134751003,-16.624707025151565,-20.091196470796596,-24.104813256244384,-21.25568047428367,-31.0,-40.0,-23.506259923797543,-22.42774367038843,-43.0,-16.336261100411395,-20.184854631431055,-41.0,-44.0,-54.0
2574,51131,-9.221835863957509,-33.0,-16.100765348102126,-11.119898819846082,-6.0,2.0,-9.601768844038043,-11.4065005661604,-13.0,-13.242506792510385,-2.0,0.0,0.0,-14.272807655893079,-11.93636775528113,-15.35575150001356,-15.803612189428303,-11.198049473173535,-10.52315558215563,-11.806552408004544,-1.0,1.0,3.0,1.0,3.0,1.0,-1.0,-2.0,2.0,3.0,5.0,0.0,2.0,3.0,-1.0,-2.0,-1.0,0.0,1.0,-1.0,-1.0,-3.0,0.0,-2.0,-13.0,-17.0,-22.0,-23.0,-28.0,-28.0,-32.0,-41.0,-40.0,-43.0,-40.0,-41.0,-32.0
2575,51133,-26.0,-41.0,-40.0,-40.0,-41.0,-40.0,-27.0,-27.0,-41.0,-41.0,-41.0,-43.0,-54.0,-28.0,-1.0,3.0,-15.0,1.0,1.0,1.0,4.0,5.0,6.0,4.0,3.0,3.0,1.0,3.0,-3.0,1.0,3.0,0.0,0.0,0.0,0.0,-1.0,3.0,3.0,0.0,0.0,0.0,-6.0,-1.0,-2.0,-12.0,-22.0,-24.0,-22.02830247910013,-27.0,-19.77682310888116,-22.367550779420345,-31.0,-34.50581125525569,-18.917127319590907,-16.039710118932945,-24.52648758110278,
2576,51135,-24.20701729955089,-24.65712984569025,-25.4538491021501,-29.0,-17.081735509321415,-14.820581828915067,-27.0,-39.0,-18.01295363551254,-19.53401212299267,-42.0,-16.932400469468963,-13.320352148369928,-41.0,-8.606486754044004,-3.890030806169758,-8.85837852111634,-41.0,-9.604432576260647,-8.43411402366125,-9.523925661283346,-1.013124879545431,-8.443917184882269,-8.105884876451459,-6.485075518337246,-9.32087938479239,-16.270417057815852,-9.347538721206721,-11.82493307326456,-12.453820987065042,-1.931500716190786,-42.0,-3.3821126147223275,-7.015005119265923,-34.0,-11.975301880540824,-12.42588767544811,-19.389395960464725,-30.0,-11.406753313360777,-42.0,-43.0,-20.580601177731513,-19.095287023027716,-21.54107929578534,-42.0,-45.0,-44.0,-2.964988498749188,-18.690666245202777,-11.59606978618423,-5.30075295673809,-10.242970906044324,-2.519064030796713,-34.0,-35.0,-42.0
2577,51137,-44.0,-44.0,-46.0,-57.0,-37.0,0.0,2.0,-16.0,0.0,2.0,2.0,0.0,1.9864028554945157,-1.0,2.0,3.0,2.0,3.0,-1.4796042832417735,4.0,2.0,6.0,4.0,3.0,3.0,4.0,4.0,1.0,-5.0,0.0,0.0,1.0,1.0,0.0,-9.0,3.0,0.0,-14.0,-21.0,-22.0,-25.0,-32.0,-23.0,-24.0,-38.0,-40.0,-40.0,-40.0,-39.0,-20.0,-24.0,-38.0,-39.0,-27.416911991561896,-40.0,-40.0,-41.0
2578,51139,-30.0,-29.0,-39.0,-40.0,-41.0,-41.0,-51.0,-26.0,3.0,3.0,-26.0,2.0,3.0,2.0,-1.0,6.0,4.0,3.0,2.0,3.0,3.0,4.0,4.0,5.0,5.0,3.0,3.0,4.0,3.0,5.0,4.0,0.0,1.0,0.0,0.0,-3.0,-1.0,-6.0,-19.0,-29.0,-32.0,-35.0,-39.0,-34.0,-35.0,-49.0,-51.0,-51.0,-51.0,-50.0,-41.0,-45.0,-52.0,-55.0,-55.0,-54.0,-12.607650066062687
2579,51141,-9.726587139643215,-55.0,-46.0,-47.0,-19.76674909990822,-19.800480857634675,-17.082887719941166,-10.928922573608537,-8.759320190754895,-8.065411380569275,-54.0,-10.668754641723604,-56.0,-2.8256365241293038,-1.8781137897597737,-13.67902196215993,-56.0,-12.246417122332234,-56.0,-62.0,-12.962486806374214,-5.2005407019159735,-6.964975363975624,-47.0,0.0,1.0,-29.0,-27.45824259694488,-19.95855614002942,-16.25301453081872,1.0,2.0,1.0,2.0,5.0,-24.82909630123263,-19.652424016141232,3.0,2.0,1.0,2.0,1.0,-25.53938177915238,-20.31139006976859,2.0,4.0,3.0,2.0,1.0,-29.2962462493832,-24.218112708334257,2.0,1.0,1.0,-8.554180421691356,4.0,1.0
