,Date,Retail & recreation,Grocery & pharmacy,Parks,Transit stations,Workplaces,Residential,FIPS
272,2020-04-11,-22.0,4.0,11.021162079274285,-22.633676945228167,-35.0,4.909094995789144,5017
273,2020-03-29,-33.0,2.0,0.46747158624068524,-23.0,-22.0,9.383718271973144,5019
274,2020-04-05,-42.0,-4.0,-27.961719309553168,-35.0,-31.0,8.205427242675619,5019
275,2020-04-11,-26.0,-4.0,-34.57066249570362,-37.0,-13.0,8.616281728026857,5019
276,2020-03-29,-7.0,-2.0,-26.29708585256727,-39.18192840557478,-21.0,11.089115825037506,5021
277,2020-04-05,-10.0,-2.0,-23.316507315121015,-25.82128349894205,-32.0,12.178231650075011,5021
278,2020-04-11,-10.0,-2.0,-10.80090680744152,-24.458947762995244,-36.0,14.089115825037506,5021
279,2020-03-29,-16.0,0.0,-19.813464591941887,-4.033562374746913,-37.0,10.02946353903783,5023
280,2020-04-05,-48.0,43.0,-23.0,-17.475116928753085,-35.0,11.851567365520816,5023
281,2020-04-11,-48.0,43.0,-6.1528739282033955,-22.89214418079627,-27.0,12.451651230941707,5023
282,2020-03-29,-29.60040447809116,-10.811820499524101,5.313405812348565,-19.959318179598142,-33.0,10.245706908524069,5025
283,2020-04-05,-32.99640874944429,2.4082526581902997,-19.110001234348413,-25.771313776204952,-33.0,10.8816955028374,5025
284,2020-04-11,-31.896804021088595,4.205835833065316,-31.78706856852523,-28.604329537898195,-40.0,13.517684097150733,5025
285,2020-03-29,-18.0,-20.0,-21.50204679458931,-21.17390228501145,-20.0,10.372610749530756,5027
286,2020-04-05,-20.0,-11.0,-27.06120952741619,-36.00000000000001,-31.0,10.898088599624606,5027
287,2020-04-11,-20.0,-11.0,-6.802037592065397,-40.0,-21.0,11.423566449718454,5027
288,2020-03-29,2.0,4.0,-7.888616585100842,-2.0,-25.0,9.776983740664823,5029
